emp_no,first_name,last_name,title,from_date,to_date,dept_name
439185,Rosalyn,Yurek,Senior Staff,7/24/1999,1/1/9999,Sales
439195,Goncalo,Selenyi,Engineer,9/4/1985,9/4/1993,Production
439197,Gritta,Henders,Staff,9/26/1997,1/1/9999,Research
439204,Bluma,Ruther,Assistant Engineer,7/10/1994,7/10/1999,Production
439207,Martins,Stranks,Senior Staff,6/17/1994,1/1/9999,Customer Service
439216,Aimee,Mateescu,Senior Engineer,11/10/1990,1/1/9999,Development
439246,Alper,Colorni,Engineer,4/15/1991,4/14/1996,Production
439252,Fabrizio,Karnin,Engineer,7/8/1985,7/8/1991,Production
439257,Khedija,Pluym,Senior Staff,10/5/1995,1/1/9999,Sales
439259,Surveyors,Cummings,Senior Engineer,6/14/1997,1/1/9999,Production
439272,Aris,Nitta,Engineer,2/18/1995,1/1/9999,Production
439276,Mayuko,Chappelet,Senior Engineer,7/7/1995,1/1/9999,Development
439283,Ziya,Zolotykh,Staff,9/6/1999,1/1/9999,Human Resources
439289,Kazuyasu,Morris,Senior Engineer,11/4/2000,1/1/9999,Quality Management
439292,Aruna,Hempstead,Senior Staff,12/22/1996,1/1/9999,Research
439296,Navin,Shimshoni,Senior Engineer,8/8/1989,1/1/9999,Production
439309,Gila,Ligten,Engineer,9/12/1998,1/1/9999,Production
439310,Xiaoqiu,Marsiglia,Engineer,1/18/1996,1/17/2001,Production
439322,Jaihie,Waeselynck,Staff,4/27/1988,4/28/1995,Sales
439328,Arie,Matzel,Assistant Engineer,9/5/1990,9/5/1998,Quality Management
439337,Alair,DiGiano,Staff,10/28/1991,10/28/1998,Sales
439349,Yucai,Vingron,Staff,9/30/1997,1/1/9999,Customer Service
439350,Kerhong,Koblitz,Senior Engineer,3/27/1993,1/1/9999,Development
439357,Srinidhi,Mukaidono,Technique Leader,6/30/1991,1/1/9999,Development
439359,Avishai,Sundgren,Staff,12/19/1986,12/19/1994,Customer Service
439364,Gill,Luiz,Engineer,1/28/1996,1/1/9999,Production
439371,Satoru,Pehl,Senior Engineer,5/25/1990,1/1/9999,Development
439395,Chuanyi,Genther,Staff,2/7/1997,1/1/9999,Human Resources
439404,Piyawadee,Picci,Senior Engineer,2/8/2000,1/1/9999,Production
439412,Baruch,Peyn,Staff,10/13/1985,10/13/1992,Marketing
439416,Naftaly,Matzen,Senior Engineer,7/2/1989,1/1/9999,Development
439420,Xuedong,Dalton,Senior Staff,9/23/1997,1/1/9999,Marketing
439440,Uma,Wossner,Senior Engineer,6/22/1993,1/1/9999,Development
439455,Xumin,Cronau,Engineer,6/2/1994,6/1/2000,Quality Management
439468,Hailing,Pauthner,Engineer,12/25/1998,1/1/9999,Production
439486,Armond,Heijenga,Senior Engineer,12/24/2001,1/1/9999,Production
439495,Maris,Pettis,Senior Engineer,10/18/1996,1/1/9999,Development
439501,Oscar,Falco,Senior Staff,1/12/1988,1/1/9999,Marketing
439506,Tetsurou,Wursthorn,Staff,6/26/1997,1/1/9999,Customer Service
439511,Suzette,Cummings,Senior Engineer,8/4/1993,1/1/9999,Production
439518,Kenroku,Homond,Senior Engineer,4/15/2002,1/1/9999,Development
439520,Along,Kambil,Senior Engineer,1/10/1993,1/1/9999,Production
439533,Kerryn,Bage,Staff,12/11/1993,12/11/1999,Sales
439541,Dines,Garnick,Senior Engineer,2/14/1992,1/1/9999,Development
439544,Heping,Thiran,Senior Staff,3/31/1994,1/1/9999,Human Resources
439560,Peternela,Legleitner,Senior Staff,6/5/1993,1/1/9999,Customer Service
439567,Weiyi,Ernst,Senior Engineer,11/28/1988,1/1/9999,Quality Management
439572,Christoph,Bakhtari,Senior Staff,4/25/1991,1/1/9999,Human Resources
439579,Stein,Hatcliff,Senior Staff,7/6/1995,1/1/9999,Human Resources
439595,Anestis,Itzfeldt,Engineer,9/9/1987,9/8/1992,Development
439604,Bernd,Nations,Senior Staff,8/30/1986,1/1/9999,Sales
439630,Ymte,Busillo,Staff,11/3/1986,11/3/1995,Sales
439668,Goncalo,Chinin,Senior Engineer,10/5/1991,1/1/9999,Production
439675,Yuuichi,Atchley,Staff,8/7/1997,1/1/9999,Customer Service
439686,Maia,Zeleznik,Engineer,4/26/1988,4/26/1997,Development
439687,Alejandra,Schlumberger,Technique Leader,10/30/1988,1/1/9999,Development
439694,Eric,Aingworth,Staff,12/7/1988,12/7/1996,Human Resources
439704,Youssef,Jording,Senior Engineer,5/17/1999,1/1/9999,Production
439716,Zsolt,Chleq,Engineer,10/27/1988,10/26/1997,Development
439719,Uri,Schreiter,Engineer,6/26/1995,1/1/9999,Development
439721,Douadi,Rassart,Senior Engineer,6/15/1996,1/1/9999,Development
439743,Janalee,Ernst,Senior Engineer,3/26/1986,1/1/9999,Production
439750,Gilbert,Masaki,Engineer,4/30/1997,1/1/9999,Production
439757,Gunilla,Czap,Engineer,2/23/1986,2/23/1991,Production
439765,Ger,Templeman,Senior Staff,6/6/1993,1/1/9999,Human Resources
439789,Almudena,Liedekerke,Senior Engineer,10/17/1988,1/1/9999,Development
439792,Chenyi,Molenaar,Staff,11/13/1995,1/1/9999,Customer Service
439794,Eric,Koblick,Senior Engineer,10/14/1988,1/1/9999,Production
439795,Sashi,Sullins,Engineer,8/27/1987,8/26/1993,Production
439823,Remko,Erdi,Engineer,9/11/1998,1/1/9999,Development
439830,Shem,Ramamoorthy,Engineer,2/12/1987,2/12/1994,Development
439832,Ebbe,Pleszkun,Senior Staff,3/10/1988,1/1/9999,Research
439835,Yucai,Papadias,Engineer,2/9/1987,2/9/1992,Research
439837,Saniya,Matzel,Staff,6/16/1998,1/1/9999,Research
439864,Izaskun,Spelt,Senior Engineer,6/13/1991,1/1/9999,Development
439877,Wojceich,Emiris,Senior Staff,11/18/1988,1/1/9999,Human Resources
439885,Hongzhu,Schaaf,Senior Engineer,3/14/1995,1/1/9999,Production
439887,Fuqing,Dusink,Senior Staff,9/27/1995,1/1/9999,Sales
439889,Constantijn,Benaini,Engineer,2/23/1987,2/23/1992,Development
439896,Yahiko,Baaleh,Senior Staff,9/14/1999,1/1/9999,Sales
439927,Fumiyo,Manders,Senior Engineer,12/10/1996,1/1/9999,Production
439948,Toshimitsu,Hatcliff,Staff,2/13/1996,1/1/9999,Marketing
439969,Ohad,Gini,Senior Staff,5/28/1993,1/1/9999,Sales
439998,Huei,Tzvieli,Engineer,1/11/1994,1/11/2000,Production
440010,King,Lamma,Engineer,4/12/1996,4/12/2002,Development
440026,Zorica,Kavanagh,Senior Staff,5/22/1994,1/1/9999,Research
440056,Moni,Stanfel,Senior Engineer,11/27/1993,1/1/9999,Production
440072,Mingzeng,Schnelling,Senior Engineer,2/6/1997,1/1/9999,Development
440074,Gritta,Ghemri,Staff,12/30/1991,12/29/1997,Research
440076,Hailing,Schiettecatte,Engineer,2/11/2002,1/1/9999,Production
440083,Heeju,Szemeredi,Senior Staff,3/28/1985,1/1/9999,Human Resources
440086,Hideyuki,Dulli,Staff,7/27/1998,1/1/9999,Marketing
440088,Serge,Denny,Staff,4/3/1999,1/1/9999,Sales
440094,Bernice,Rabehasaina,Staff,11/23/1988,11/23/1996,Research
440097,Alselm,Junot,Senior Engineer,6/11/1985,1/1/9999,Development
440115,Atilio,Lalonde,Engineer,10/25/1987,10/24/1992,Production
440116,Shim,Seghrouchni,Senior Engineer,1/21/2000,1/1/9999,Quality Management
440128,Nirmal,Constantine,Staff,10/16/1986,10/15/1992,Customer Service
440136,Bowen,Jenevein,Staff,9/1/1988,9/1/1997,Sales
440150,Luigi,Lorcy,Engineer,12/23/1997,1/1/9999,Development
440152,Kirk,Ertl,Senior Staff,5/19/1995,1/1/9999,Finance
440169,Munenori,Holburn,Senior Staff,8/4/1995,1/1/9999,Sales
440175,Babette,Demos,Senior Engineer,6/27/1993,1/1/9999,Development
440180,Ashish,Jording,Engineer,3/5/1986,3/5/1995,Production
440189,Kiyomitsu,Falster,Senior Engineer,10/29/1986,1/1/9999,Development
440200,Annemarie,Marrevee,Senior Staff,11/6/1997,1/1/9999,Human Resources
440205,Hideo,Hutter,Senior Engineer,3/15/1995,1/1/9999,Production
440215,Keiichiro,Dredge,Engineer,8/7/1988,8/7/1994,Production
440218,Shigeo,Simmen,Senior Staff,6/2/1994,1/1/9999,Sales
440234,Venkatesan,Morrey,Technique Leader,11/19/1988,1/1/9999,Production
440236,Franziska,Caine,Senior Engineer,9/4/1992,1/1/9999,Development
440247,Geoff,Ambroszkiewicz,Senior Engineer,12/30/1996,1/1/9999,Development
440250,Valeri,Granlund,Engineer,9/17/1993,9/17/1999,Production
440255,Margareta,Schlenzig,Senior Staff,2/14/1993,1/1/9999,Sales
440259,Changho,Farris,Staff,2/5/1999,1/1/9999,Sales
440264,Izaskun,Biran,Staff,5/18/1988,5/19/1995,Sales
440275,Randi,Bernick,Senior Staff,8/26/1995,1/1/9999,Customer Service
440279,Gretta,Merlo,Staff,9/18/1996,1/1/9999,Finance
440291,Masasuke,Fujisaki,Senior Engineer,10/8/1999,1/1/9999,Development
440301,Sven,Lanzelotte,Engineer,10/5/1986,10/5/1994,Development
440305,Rosalie,Swab,Senior Staff,11/17/1996,1/1/9999,Finance
440307,Hailing,Tetzlaff,Senior Engineer,7/8/2001,1/1/9999,Development
440314,Shin,Merlo,Senior Engineer,3/11/1994,1/1/9999,Development
440319,Qunsheng,Brookman,Technique Leader,4/17/1996,1/1/9999,Production
440323,Ravishankar,Radwan,Senior Staff,11/30/1992,1/1/9999,Sales
440338,Neelam,Radwan,Senior Staff,7/28/1991,1/1/9999,Customer Service
440352,Tianruo,Ghalwash,Senior Staff,5/26/1998,1/1/9999,Sales
440361,Shahaf,Skrikant,Senior Staff,4/28/1995,1/1/9999,Research
440364,Xinan,Preusig,Engineer,8/21/1995,1/1/9999,Production
440365,Zhaofang,Gien,Senior Engineer,11/24/1994,1/1/9999,Production
440366,Babette,Armand,Staff,1/12/1992,1/11/1998,Sales
440373,Xiaopeng,Constantine,Engineer,9/28/1985,9/28/1993,Production
440376,Chikako,Vanwelkenhuysen,Engineer,1/19/1996,1/1/9999,Production
440380,Ashish,Magliocco,Assistant Engineer,10/6/1987,10/5/1996,Research
440383,Bezalel,Denny,Senior Engineer,11/16/1990,1/1/9999,Development
440389,Khalil,Grandbois,Technique Leader,5/13/1992,1/1/9999,Customer Service
440400,Vasiliy,Karlin,Staff,4/11/1995,4/11/2002,Sales
440402,Seongbin,Zeleznik,Engineer,8/18/1986,8/17/1992,Development
440407,Jixiang,Arlazarov,Staff,6/29/1996,1/1/9999,Human Resources
440414,Kolar,Meriste,Engineer,2/27/1990,2/27/1998,Production
440423,Fumino,Marquardt,Engineer,7/2/1986,7/2/1994,Development
440437,Tonia,Milicia,Senior Engineer,9/28/1997,1/1/9999,Quality Management
440453,Elvis,Grandbois,Engineer,6/8/1998,1/1/9999,Production
440456,Valter,Tchuente,Engineer,9/24/1985,9/24/1994,Quality Management
440461,Bader,Stenning,Staff,11/25/1988,11/25/1993,Customer Service
440507,Ramalingam,Yamaashi,Senior Engineer,3/9/1985,1/1/9999,Quality Management
440520,Berna,Sidje,Engineer,9/28/1999,1/1/9999,Production
440523,Sanjai,Kuszyk,Staff,7/25/1985,7/25/1991,Customer Service
440528,Mohd,Mondadori,Senior Engineer,11/28/1989,1/1/9999,Production
440539,Nahum,Pettis,Engineer,11/16/1985,11/16/1990,Production
440541,Subbu,Goodrum,Senior Engineer,8/6/1997,1/1/9999,Development
440548,Szabolcs,Eastman,Senior Engineer,1/2/1992,1/1/9999,Development
440549,Dietrich,Eldridge,Engineer,4/17/1986,4/17/1995,Development
440551,Unal,Frolund,Engineer,1/25/1996,1/1/9999,Production
440560,Junichi,Mayerwieser,Staff,2/24/1986,2/24/1991,Sales
440582,Elliott,Kawashima,Senior Staff,1/26/1991,1/1/9999,Customer Service
440587,Lijia,Flasterstein,Senior Engineer,6/30/1994,1/1/9999,Development
440590,Nadjib,Baez,Senior Engineer,11/18/1997,1/1/9999,Production
440598,Dmitry,Kawashima,Technique Leader,2/21/1998,1/1/9999,Development
440608,Kiyokazu,Kragelund,Senior Staff,3/14/1993,1/1/9999,Sales
440614,Naftali,McConalogue,Senior Engineer,5/9/1986,1/1/9999,Production
440640,Xiaoqiang,Vieri,Senior Staff,1/20/1995,1/1/9999,Sales
440649,Leaf,Legleitner,Senior Engineer,8/23/1986,1/1/9999,Production
440652,Nahum,Garnier,Engineer,12/5/1988,12/5/1996,Development
440667,Martina,Rissanen,Senior Engineer,12/16/1988,1/1/9999,Production
440668,Tokuyasu,Plotkin,Senior Engineer,6/22/1997,1/1/9999,Quality Management
440681,Phillip,Schusler,Staff,12/12/1987,12/11/1993,Customer Service
440689,Subhash,Maierhofer,Senior Engineer,9/20/2000,1/1/9999,Quality Management
440699,Lucian,Rettelbach,Senior Staff,2/1/1986,1/1/9999,Customer Service
440704,Shigehiro,Bernatsky,Staff,4/23/1989,4/23/1994,Customer Service
440707,Xiaocheng,Dalphin,Staff,6/25/1998,1/1/9999,Human Resources
440714,Duro,Rosay,Senior Engineer,10/16/1987,1/1/9999,Development
440746,Anneli,Ramsay,Technique Leader,3/22/1986,1/1/9999,Production
440763,Siddarth,Heystek,Senior Staff,7/15/1987,1/1/9999,Sales
440767,Adly,Narahari,Engineer,1/10/1998,1/1/9999,Production
440783,Heon,Hiraishi,Senior Staff,8/10/1999,1/1/9999,Customer Service
440788,Zita,Mawatari,Engineer,6/21/1993,6/21/2002,Development
440789,Izaskun,Roohalamini,Senior Staff,2/2/1991,1/1/9999,Research
440794,Emdad,Dalphin,Senior Engineer,8/11/1993,1/1/9999,Development
440795,Malu,Hemaspaandra,Engineer,8/13/1997,1/1/9999,Development
440804,Fumiko,Harllee,Senior Staff,1/5/1987,1/1/9999,Sales
440812,Yechiam,Baer,Assistant Engineer,11/30/1988,11/30/1994,Quality Management
440814,Uzi,Taneja,Senior Staff,10/20/1987,1/1/9999,Marketing
440821,Guoxiang,Veevers,Senior Engineer,4/10/1995,1/1/9999,Production
440833,Etsuo,Siochi,Engineer,3/5/1992,3/5/2001,Development
440850,Utz,Langford,Senior Engineer,4/5/1999,1/1/9999,Quality Management
440872,Vishwani,Nourani,Senior Engineer,3/5/1994,1/1/9999,Development
440873,Baruch,Marletta,Staff,3/25/1998,1/1/9999,Finance
440882,Sverrir,Kushnir,Engineer,9/28/1996,9/28/2001,Production
440901,Qiwen,Pintelas,Senior Engineer,9/17/2001,1/1/9999,Production
440902,Satyanarayana,Ermel,Engineer,10/13/1996,1/1/9999,Production
440904,Eran,Vickson,Senior Staff,4/13/1990,1/1/9999,Sales
440931,Yinghua,Dratva,Staff,1/7/1986,1/7/1991,Sales
440956,Herbert,Wossner,Staff,4/25/1994,1/1/9999,Customer Service
440960,Moty,Zirintsis,Engineer,11/19/1988,11/19/1996,Development
440979,Dante,Rosay,Senior Engineer,3/20/1991,1/1/9999,Development
440989,Maia,Cincotta,Engineer,7/24/1993,7/24/2000,Development
440996,Xuejia,Rouquie,Senior Engineer,3/24/1995,1/1/9999,Production
441008,Dines,Weiland,Engineer,8/14/1997,1/1/9999,Production
441028,Bernd,Krychniak,Engineer,5/28/1992,5/29/1999,Development
441029,Mooi,Schnabel,Senior Staff,3/25/1986,1/1/9999,Customer Service
441052,Martien,Menhardt,Senior Staff,6/20/1986,1/1/9999,Research
441059,Perla,Borstler,Technique Leader,4/21/1986,1/1/9999,Development
441061,Ramalingam,Klyachko,Staff,7/4/1990,7/3/1996,Sales
441086,Jaideep,Anger,Senior Engineer,12/7/1987,1/1/9999,Production
441091,Muneo,Ghelli,Engineer,6/1/1986,5/31/1992,Production
441092,Raimond,Peres,Engineer,9/24/1986,9/24/1994,Development
441100,Peternela,Litvinov,Senior Engineer,4/4/1994,1/1/9999,Quality Management
441103,Hongzhu,Norsworthy,Senior Engineer,1/24/2001,1/1/9999,Development
441104,Adit,Krzyzanowski,Senior Engineer,7/29/1987,1/1/9999,Production
441105,Amabile,Picci,Senior Staff,1/10/1995,1/1/9999,Sales
441106,Hilari,Rohrbach,Senior Engineer,2/27/1988,1/1/9999,Production
441117,Xiahua,Mondadori,Senior Engineer,2/21/1987,1/1/9999,Development
441118,Shridhar,Juneja,Senior Engineer,7/4/1999,1/1/9999,Production
441131,Mandell,Covnot,Assistant Engineer,1/10/1986,1/10/1993,Production
441132,Claude,Jansen,Technique Leader,9/5/1995,1/1/9999,Development
441134,Insup,Bennet,Staff,9/25/1985,9/25/1992,Finance
441137,Sanjit,Rajala,Engineer,10/15/1988,10/15/1997,Customer Service
441144,Muneo,Bolsens,Senior Engineer,12/27/1985,1/1/9999,Development
441154,Lansing,Syang,Senior Engineer,1/15/1987,1/1/9999,Production
441157,Barna,Tiemann,Staff,6/10/1987,6/9/1992,Customer Service
441163,Shunichi,Turnbull,Staff,8/9/1987,8/8/1993,Human Resources
441179,Tommaso,Sgarro,Senior Staff,1/17/1996,1/1/9999,Sales
441182,Mayumi,Benantar,Senior Engineer,11/7/1997,1/1/9999,Development
441188,Kwee,Zaumen,Senior Engineer,4/19/1988,1/1/9999,Development
441190,Yuuichi,Dulay,Engineer,10/3/1987,10/3/1994,Development
441208,Nitsan,Murrill,Senior Engineer,3/20/1998,1/1/9999,Development
441228,Kazuhiko,Winter,Senior Staff,7/20/1985,1/1/9999,Sales
441229,Nobuyoshi,Rosis,Senior Staff,9/24/1996,1/1/9999,Marketing
441240,Shounak,Nicolson,Engineer,9/24/1995,1/1/9999,Development
441263,Vivian,Coullard,Staff,6/25/1998,1/1/9999,Research
441264,Chenye,Chinal,Senior Engineer,5/18/1995,1/1/9999,Production
441267,Zita,Hebden,Senior Staff,2/23/1991,1/1/9999,Human Resources
441269,Arne,Hempstead,Senior Staff,9/13/1993,1/1/9999,Customer Service
441271,Mads,Esposito,Engineer,12/28/1992,12/28/1997,Production
441278,Chandrasekaran,Wallrath,Technique Leader,7/25/1987,1/1/9999,Production
441308,Sastry,Sankaranarayanan,Senior Staff,3/31/1997,1/1/9999,Human Resources
441309,Arco,Trystram,Engineer,12/15/1986,12/14/1992,Production
441332,Sverrir,Bruckman,Senior Engineer,2/7/1992,1/1/9999,Production
441333,Horward,Randi,Engineer,6/9/1985,6/9/1991,Development
441343,Yuping,Jiang,Senior Engineer,12/30/1987,1/1/9999,Production
441349,Oscar,Merlo,Senior Staff,4/29/1988,1/1/9999,Sales
441352,Christoper,Menyhert,Senior Staff,9/22/1993,1/1/9999,Sales
441364,Weidon,Kilgore,Senior Staff,1/11/1998,1/1/9999,Research
441371,Vidya,Leppanen,Senior Staff,5/14/1994,1/1/9999,Sales
441388,Sham,Kroft,Senior Staff,11/10/1992,1/1/9999,Finance
441398,Chiradeep,Eiter,Senior Staff,9/9/1999,1/1/9999,Human Resources
441407,Atreyi,Roohalamini,Engineer,10/14/1998,1/1/9999,Development
441425,Niteen,Famili,Senior Engineer,9/19/1991,1/1/9999,Development
441429,Ewing,Akaboshi,Senior Staff,2/14/1996,1/1/9999,Marketing
441449,Kiyokazu,Lally,Senior Engineer,12/21/2001,1/1/9999,Production
441451,Fabrizio,Marletta,Senior Engineer,3/27/1991,1/1/9999,Development
441459,Rosine,Schauser,Senior Engineer,11/23/1985,1/1/9999,Development
441461,Mang,Nations,Senior Engineer,9/12/1986,1/1/9999,Production
441477,Kerryn,Sevcikova,Senior Staff,1/9/1992,1/1/9999,Sales
441478,Mats,Camarinopoulos,Technique Leader,5/30/1999,1/1/9999,Development
441487,Przemyslawa,Dulli,Engineer,12/4/1987,12/3/1992,Development
441493,Ger,Menhardt,Engineer,1/30/1998,1/1/9999,Quality Management
441495,Marie,Feldmann,Engineer,9/23/1999,1/1/9999,Development
441506,Kwun,Underwood,Engineer,2/8/1994,1/1/9999,Production
441515,Fox,Hasenauer,Engineer,10/15/1987,10/14/1992,Quality Management
441516,Sanjai,Nitsch,Senior Engineer,3/6/1995,1/1/9999,Development
441520,Shounak,Suermann,Staff,6/12/1988,6/13/1995,Research
441529,Kazuhiko,Tasistro,Engineer,8/5/1997,1/1/9999,Production
441531,Heekeun,Chandrasekhar,Senior Engineer,5/16/1998,1/1/9999,Production
441582,Munehiko,Schauser,Engineer,11/6/1988,11/7/1995,Production
441598,Jingling,Siepmann,Staff,7/26/1998,1/1/9999,Sales
441609,Martins,Swiss,Senior Engineer,4/11/1990,1/1/9999,Development
441628,Lubomir,Bazelow,Staff,1/7/1989,1/7/1998,Sales
441666,Mohammed,Jullig,Senior Staff,11/5/1992,1/1/9999,Human Resources
441668,Huiqun,Crelier,Technique Leader,11/12/1987,1/1/9999,Development
441669,Raimond,Chimia,Staff,4/3/1988,4/3/1996,Sales
441672,Inderjeet,Rabehasaina,Senior Staff,6/16/1995,1/1/9999,Sales
441674,Jiong,Heusch,Senior Staff,1/23/2002,1/1/9999,Human Resources
441688,Jayesh,Schwaller,Staff,11/10/1999,1/1/9999,Sales
441691,Uri,Oehlmann,Senior Staff,2/7/1994,1/1/9999,Customer Service
441698,Reinhard,Halloran,Senior Engineer,8/13/1994,1/1/9999,Development
441723,Houman,Granlund,Engineer,7/19/1988,7/19/1996,Production
441737,Sverrir,Coombs,Senior Engineer,3/25/1996,1/1/9999,Production
441762,Mircea,Delaune,Senior Staff,11/10/2001,1/1/9999,Sales
441773,Shigenori,Cesareni,Senior Staff,7/30/1995,1/1/9999,Sales
441784,Vasilii,Peroz,Senior Engineer,6/27/1995,1/1/9999,Development
441826,Leandro,Einsfeld,Staff,3/19/1987,3/18/1996,Customer Service
441839,Froduald,Christ,Staff,2/15/1986,2/15/1991,Sales
441873,Georg,Perri,Staff,9/7/1986,9/7/1993,Sales
441880,Xiping,Mikschl,Senior Engineer,3/6/2001,1/1/9999,Development
441904,Rosalyn,Sambasivam,Staff,7/4/1998,1/1/9999,Sales
441911,Susuma,Zweizig,Senior Staff,1/28/1993,1/1/9999,Marketing
441918,Bluma,Rettelbach,Senior Staff,11/30/1992,1/1/9999,Finance
441921,Jeanne,Hatcliff,Senior Engineer,12/31/1988,1/1/9999,Production
441925,Kinh,Kusakabe,Assistant Engineer,12/12/1985,12/12/1992,Production
441927,Diederik,Oxman,Engineer,1/6/1986,1/6/1993,Production
441932,Shir,Tyugu,Engineer,6/20/1998,1/1/9999,Development
441939,Jayson,Hennings,Engineer,10/2/1996,1/1/9999,Development
441955,Sudhanshu,Sommer,Senior Staff,5/15/1992,1/1/9999,Sales
441970,Duangkaew,Puppe,Senior Engineer,9/14/1995,1/1/9999,Production
441973,Hatsukazu,Egerstedt,Senior Engineer,9/29/1995,1/1/9999,Production
441985,Xumin,Velardi,Technique Leader,10/9/1993,1/1/9999,Production
442014,Radhakrishnan,Gajiwala,Senior Engineer,7/17/1997,1/1/9999,Development
442016,Yuping,Breugel,Senior Staff,9/6/1986,1/1/9999,Finance
442048,Shigeu,Stassinopoulos,Technique Leader,10/12/1992,1/1/9999,Production
442054,Sachar,Vendrig,Engineer,10/31/1995,1/1/9999,Research
442083,Shridhar,Perly,Engineer,6/24/1985,6/24/1991,Production
442085,Jeong,Peha,Senior Staff,1/27/1992,1/1/9999,Sales
442093,Arvind,Weisert,Senior Engineer,8/20/1985,1/1/9999,Development
442114,Ibibia,Mandell,Senior Staff,3/17/1994,1/1/9999,Marketing
442131,Mark,Dredge,Senior Staff,3/2/1992,1/1/9999,Customer Service
442133,Bernd,Angel,Staff,7/28/1993,7/28/2002,Sales
442141,Eben,Serot,Staff,12/5/1988,12/5/1996,Research
442149,Utpal,Bodoff,Senior Staff,10/25/2001,1/1/9999,Sales
442167,Mohamadou,Vigier,Senior Engineer,3/14/1996,1/1/9999,Development
442188,Lucian,Rahier,Staff,9/6/1995,1/1/9999,Sales
442196,Muzhong,Hegner,Senior Engineer,6/26/1987,1/1/9999,Development
442213,Masali,Hoogerwoord,Senior Staff,3/6/1986,1/1/9999,Research
442230,Anestis,Edelhoff,Senior Engineer,5/23/1991,1/1/9999,Development
442233,Lene,Azuma,Staff,3/31/1986,3/31/1991,Research
442243,Yishai,Syrzycki,Engineer,11/30/1993,11/30/2000,Quality Management
442246,Richara,Linares,Engineer,12/7/1993,12/7/1998,Development
442260,Kayoko,Tokunaga,Senior Engineer,4/23/1996,1/1/9999,Development
442265,Christophe,Navazio,Senior Staff,2/9/1993,1/1/9999,Research
442271,Chinho,Speer,Senior Staff,6/27/1995,1/1/9999,Customer Service
442275,Eric,Kropf,Senior Engineer,11/10/1999,1/1/9999,Development
442314,Miquel,Schwartzburd,Engineer,8/10/1998,1/1/9999,Production
442317,Jiong,Junet,Engineer,9/11/1990,9/11/1995,Development
442321,Toshimo,Hertweck,Staff,6/21/1997,1/1/9999,Finance
442330,Quingbo,Veeraraghavan,Senior Staff,8/21/1997,1/1/9999,Sales
442350,Kagan,Kriebel,Staff,7/5/1994,1/1/9999,Customer Service
442364,Barton,Oxman,Engineer,8/19/1992,8/19/2000,Development
442372,Conal,Sundgren,Engineer,3/12/1985,3/12/1990,Quality Management
442405,Evgueni,Zielinski,Senior Engineer,12/6/1990,1/1/9999,Development
442429,Souichi,Hanabata,Senior Engineer,9/2/1993,1/1/9999,Development
442430,Tse,Baak,Senior Engineer,12/7/1985,1/1/9999,Development
442433,Jingling,Roohalamini,Senior Staff,12/18/1991,1/1/9999,Customer Service
442450,Shaleah,Bugaenko,Senior Staff,8/3/1996,1/1/9999,Marketing
442455,Youngkon,Gihr,Senior Engineer,10/30/1995,1/1/9999,Production
442457,Zhigen,Jahnichen,Senior Engineer,10/31/2000,1/1/9999,Development
442460,Leon,Ranon,Senior Engineer,8/7/1995,1/1/9999,Development
442464,Toshiko,Naudin,Engineer,5/31/1987,5/30/1996,Production
442487,Miomir,Speer,Senior Staff,12/3/1992,1/1/9999,Customer Service
442515,Abdelwaheb,Langford,Engineer,4/5/1989,4/5/1995,Production
442539,Toshimori,Suri,Staff,7/3/1999,1/1/9999,Development
442542,Mang,Thiran,Staff,8/12/1995,1/1/9999,Marketing
442550,Adib,Vadhan,Senior Engineer,2/17/1994,1/1/9999,Development
442562,Masasuke,Backhouse,Engineer,3/14/1992,3/14/1997,Production
442572,Lorien,Hellwagner,Senior Engineer,12/24/1993,1/1/9999,Development
442576,Shietung,Ramsey,Engineer,1/8/1991,1/8/1999,Development
442593,Geoffrey,Hockney,Assistant Engineer,10/2/1989,10/2/1997,Quality Management
442599,Nathan,Thombley,Senior Engineer,4/19/1994,1/1/9999,Quality Management
442608,Nigel,Melichar,Technique Leader,10/6/1996,1/1/9999,Development
442613,Tsz,Knightly,Senior Engineer,8/27/1992,1/1/9999,Production
442618,Jaewon,Piancastelli,Senior Engineer,12/28/1992,1/1/9999,Production
442631,Ishfaq,Herbst,Senior Staff,6/23/1997,1/1/9999,Research
442649,Utz,Vendrig,Staff,1/7/1986,1/7/1994,Sales
442668,Khue,Sanella,Senior Staff,3/2/1986,1/1/9999,Research
442679,Patricio,Foote,Engineer,12/8/1997,1/1/9999,Development
442689,Sverrir,Zucker,Senior Staff,9/5/1997,1/1/9999,Research
442699,Samphel,Baer,Assistant Engineer,6/3/1996,1/1/9999,Development
442709,Akemi,Renear,Senior Staff,11/16/1996,1/1/9999,Human Resources
442720,Sivanarayana,Kieras,Staff,2/8/1988,2/8/1995,Customer Service
442731,Martine,Breugel,Staff,7/16/1993,7/16/1998,Customer Service
442752,Vugranam,Luft,Senior Staff,6/29/1986,1/1/9999,Sales
442757,Noritoshi,Cannard,Engineer,3/4/1998,1/1/9999,Production
442763,Weidon,Barriga,Senior Staff,8/18/1985,1/1/9999,Human Resources
442765,Mark,Yeung,Staff,4/13/1985,4/13/1991,Customer Service
442767,Matt,Ouhyoung,Senior Staff,11/25/1997,1/1/9999,Human Resources
442786,Jianhao,Lagarias,Senior Staff,7/27/1989,1/1/9999,Research
